Client_ID,Name,Age,Gender,City,Zone,Fashion_Wallet,Tier,LTV_Potential,Purchase_Motivation,Preferred_Channel,Return_Risk_Prob,Social_Influence_Score,Price_Sensitivity,Preferred_Hardware,Preferred_Material,Preferred_Size,Brand_Affinity,Sociological_Profile,Email,Current_Budget,Purchases_Count
CL-753993,Vicenta Aramburu Guillén,60,F,Palma,Son Vida,7276,VIC (Top 1%),Muy Alto,Exclusividad / Visibilidad,Personal Shopper,0.05,43,Baja (Precio Completo),Oro,Exótico Brillante,Mini,Dolce & Gabbana | Hublot,Global_Jetset,vicenta.aramburu@gmail.com,7276,0
CL-217685,Pilar Carbonell Blanca,37,F,Palma,Son Vida,4374,VIC (Top 1%),Muy Alto,Exclusividad / Visibilidad,WhatsApp VIP,0.05,92,Baja (Precio Completo),Oro,Metálico,Mini,Versace | Fendi,Global_Jetset,pilar.carbonell@gmail.com,1532,0
CL-629717,Amando Moya Sánchez,51,M,Marbella,Puerto Banús,4885,VIC (Top 1%),Muy Alto,Exclusividad / Visibilidad,WhatsApp VIP,0.05,70,Baja (Precio Completo),Diamantes/Incrustaciones,Metálico,Mini,Fendi | Dolce & Gabbana,Global_Jetset,amando.moya@gmail.com,4885,0
CL-899245,Luisa Bayo Abella,46,F,Palma,Son Vida,126517,VIC (Top 1%),Muy Alto,Exclusividad / Visibilidad,Personal Shopper,0.05,67,Baja (Precio Completo),Diamantes/Incrustaciones,Metálico,Mini,Fendi | Hublot,Global_Jetset,luisa.bayo@gmail.com,87509,0
CL-194319,Obdulia Cortina Miró,31,F,Madrid,Chamberí,21886,VIP Platinum (Alto Valor),Alto,Recompensa / Éxito,E-Commerce,0.15,50,Media (Busca Valor),Oro,Grained Calf,Small/Medium,Jacquemus | Celine,Young_High_Pro,obdulia.cortina@gmail.com,21,0
CL-934806,Violeta Robles Ángel,53,F,Palma,Son Vida,5803,VIC (Top 1%),Muy Alto,Exclusividad / Visibilidad,Personal Shopper,0.05,43,Baja (Precio Completo),Oro,Metálico,Mini,Hublot | Dolce & Gabbana,Global_Jetset,violeta.robles@gmail.com,5803,0
CL-267981,María Fernanda Laguna Peral,67,F,Getxo,Neguri,7801,Gold (Recurrente),Medio,Calidad y Atemporalidad,Teléfono Privado,0.05,42,Baja (Precio Completo),Permabrass,Box,Medium (30/32),Rolex | Prada,Industrial_Wealth,maría fernanda.laguna@gmail.com,1425,0
CL-799877,Concepción Robles Ferrero,54,F,Palma,Son Vida,7687,VIC (Top 1%),Muy Alto,Exclusividad / Visibilidad,WhatsApp VIP,0.05,37,Baja (Precio Completo),Diamantes/Incrustaciones,Exótico Brillante,Mini,Dolce & Gabbana | Versace,Global_Jetset,concepción.robles@gmail.com,7687,0
CL-652021,Odalys Figueroa Tirado,28,F,Madrid,Chamberí,6716,VIP Platinum (Alto Valor),Alto,Recompensa / Éxito,Instagram Shop,0.15,64,Media (Busca Valor),Paladio (PHW),Grained Calf,Small/Medium,Gucci | Jacquemus,Young_High_Pro,odalys.figueroa@gmail.com,1385,0
CL-779877,Ramona Miralles Nevado,33,F,Marbella,Puerto Banús,8621,VIC (Top 1%),Muy Alto,Exclusividad / Visibilidad,WhatsApp VIP,0.05,86,Baja (Precio Completo),Diamantes/Incrustaciones,Metálico,Mini,Fendi | Hublot,Global_Jetset,ramona.miralles@gmail.com,824,0
CL-234520,Jennifer Priego Rincón,35,F,Madrid,Chamberí,8429,Gold (Recurrente),Medio,Recompensa / Éxito,Instagram Shop,0.15,10,Media (Busca Valor),Paladio (PHW),Grained Calf,Small/Medium,Gucci | Celine,Young_High_Pro,jennifer.priego@gmail.com,191,0
CL-396456,Casandra Lucas Carballo,33,F,Murcia,Catedral,37378,Estándar (Ocasional),Bajo,Acceso al Lujo (Entry),E-Commerce,0.15,10,Alta (Cazador de Ofertas),Oro,Canvas,Small/Medium,Louis Vuitton,Agro_Wealth,casandra.lucas@gmail.com,11630,0
CL-386694,Cloe Arranz Pérez,54,F,Alcobendas,La Moraleja,7615,VIC (Top 1%),Muy Alto,Acceso al Lujo (Entry),E-Commerce,0.15,41,Baja (Precio Completo),Oro,Grained Calf,Small/Medium,Cartier | Hermès,Elite,cloe.arranz@gmail.com,628,0
CL-277858,Eliana Jurado Solera,57,F,Alcobendas,La Moraleja,19280,VIC (Top 1%),Muy Alto,Acceso al Lujo (Entry),Busca Chollos,0.15,27,Baja (Precio Completo),Paladio (PHW),Grained Calf,Small/Medium,Hermès | Cartier,Elite,eliana.jurado@gmail.com,1719,0
CL-359903,Teobaldo Gil Valenzuela,55,M,Altea,Altea Hills,5934,Gold (Recurrente),Medio,Acceso al Lujo (Entry),Busca Chollos,0.15,35,Baja (Precio Completo),Paladio (PHW),Canvas,Small/Medium,Louis Vuitton,Expat_Wealth,teobaldo.gil@gmail.com,322,0
CL-502205,Magdalena Salvà Dueñas,48,F,Marbella,Puerto Banús,29720,VIP Platinum (Alto Valor),Alto,Exclusividad / Visibilidad,WhatsApp VIP,0.05,30,Baja (Precio Completo),Diamantes/Incrustaciones,Exótico Brillante,Mini,Dolce & Gabbana | Versace,Global_Jetset,magdalena.salvà@gmail.com,29720,0
CL-413150,Delfina Asenjo Salamanca,38,F,Palma,Son Vida,8012,VIP Platinum (Alto Valor),Alto,Exclusividad / Visibilidad,Personal Shopper,0.05,85,Baja (Precio Completo),Oro,Exótico Brillante,Mini,Dolce & Gabbana | Versace,Global_Jetset,delfina.asenjo@gmail.com,8012,0
CL-366448,Aurora Salom Figuerola,30,F,Marbella,Puerto Banús,7372,VIC (Top 1%),Muy Alto,Exclusividad / Visibilidad,WhatsApp VIP,0.05,69,Baja (Precio Completo),Diamantes/Incrustaciones,Exótico Brillante,Mini,Fendi | Versace,Global_Jetset,aurora.salom@gmail.com,3659,0
CL-359446,Lupita Alberto Pou,46,F,Barcelona,Sarrià,5471,Gold (Recurrente),Medio,Calidad y Atemporalidad,Boutique Física,0.05,10,Baja (Precio Completo),Oro,Canvas,Small/Medium,Louis Vuitton,Bourgeoisie,lupita.alberto@gmail.com,573,0
CL-588580,Angélica Barco Flores,52,F,Madrid,Salamanca,33596,Gold (Recurrente),Medio,Inversión / Coleccionismo,Personal Shopper,0.05,38,Baja (Precio Completo),Oro (GHW),Box Leather,Mini/Small,Dior | Hermès,Aristocracy,angélica.barco@gmail.com,1870,0
CL-595571,Carina Conesa Perales,37,F,Oleiros,Icaria (Inditex),26317,Gold (Recurrente),Medio,Tendencia y Estatus,E-Commerce,0.25,31,Media (Busca Valor),So Black,Piel Brillante,Large/Tote,Balenciaga | Miu Miu,Fashion_Exec,carina.conesa@gmail.com,26317,0
CL-407688,Martina Trujillo Peinado,35,F,Marbella,Puerto Banús,25140,VIP Platinum (Alto Valor),Alto,Exclusividad / Visibilidad,WhatsApp VIP,0.05,92,Baja (Precio Completo),Diamantes/Incrustaciones,Metálico,Mini,Fendi | Dolce & Gabbana,Global_Jetset,martina.trujillo@gmail.com,18101,0
CL-380609,Carlota Acero Figueras,64,F,Madrid,Salamanca,38246,Gold (Recurrente),Medio,Inversión / Coleccionismo,Boutique Privada,0.05,50,Baja (Precio Completo),Oro Rosa,Exótico (Cocodrilo/Avestruz),Mini/Small,Hermès | Dior,Aristocracy,carlota.acero@gmail.com,100,0
CL-386272,Baldomero Almagro Casares,52,M,Palma,Son Vida,5283,Gold (Recurrente),Medio,Exclusividad / Visibilidad,Personal Shopper,0.05,40,Baja (Precio Completo),Oro,Exótico Brillante,Mini,Versace | Fendi,Global_Jetset,baldomero.almagro@gmail.com,1875,0
CL-627419,Macario Feijoo Piñeiro,52,M,Palma,Son Vida,4067,VIC (Top 1%),Muy Alto,Exclusividad / Visibilidad,WhatsApp VIP,0.05,53,Baja (Precio Completo),Oro,Exótico Brillante,Mini,Versace | Fendi,Global_Jetset,macario.feijoo@gmail.com,4067,0
CL-149225,Cándida Sotelo Miguel,34,F,Alcorcón,Las Retamas,7956,Gold (Recurrente),Medio,Acceso al Lujo (Entry),E-Commerce,0.15,15,Alta (Cazador de Ofertas),Oro (Flashy),Monogram Canvas,Small,Louis Vuitton (Monogram) | Gucci,Aspirational,cándida.sotelo@gmail.com,1248,0
CL-376959,Soraya Mayoral Jove,25,F,Madrid,Chamberí,5272,Gold (Recurrente),Medio,Recompensa / Éxito,E-Commerce,0.15,33,Media (Busca Valor),Oro,Canvas,Small/Medium,Jacquemus | Givenchy,Young_High_Pro,soraya.mayoral@gmail.com,5272,0
CL-491941,Elisa Gonzalez Casares,30,F,Marbella,Puerto Banús,8408,VIC (Top 1%),Muy Alto,Exclusividad / Visibilidad,Personal Shopper,0.05,95,Baja (Precio Completo),Diamantes/Incrustaciones,Metálico,Mini,Dolce & Gabbana | Fendi,Global_Jetset,elisa.gonzalez@gmail.com,1386,0
CL-691918,Anna Bilbao Ramirez,47,F,Palma,Son Vida,155613,VIC (Top 1%),Muy Alto,Exclusividad / Visibilidad,Personal Shopper,0.05,46,Baja (Precio Completo),Diamantes/Incrustaciones,Metálico,Mini,Versace | Hublot,Global_Jetset,anna.bilbao@gmail.com,155613,0
CL-141533,Vasco Palacio Prado,60,M,Palma,Son Vida,26996,VIC (Top 1%),Muy Alto,Exclusividad / Visibilidad,WhatsApp VIP,0.05,33,Baja (Precio Completo),Oro,Metálico,Mini,Dolce & Gabbana | Hublot,Global_Jetset,vasco.palacio@gmail.com,26996,0
CL-197659,Calista Carbonell Aznar,41,F,Marbella,Puerto Banús,8643,VIC (Top 1%),Muy Alto,Exclusividad / Visibilidad,WhatsApp VIP,0.05,37,Baja (Precio Completo),Diamantes/Incrustaciones,Metálico,Mini,Hublot | Fendi,Global_Jetset,calista.carbonell@gmail.com,786,0
CL-427685,Mateo Badía Céspedes,53,M,Madrid,Salamanca,5806,Gold (Recurrente),Medio,Inversión / Coleccionismo,Boutique Privada,0.05,13,Baja (Precio Completo),Oro (GHW),Exótico (Cocodrilo/Avestruz),Mini/Small,Hermès | Dior,Aristocracy,mateo.badía@gmail.com,1979,0
CL-123960,María Tejera Peiró,36,F,Marbella,Puerto Banús,39902,VIC (Top 1%),Muy Alto,Exclusividad / Visibilidad,WhatsApp VIP,0.05,82,Baja (Precio Completo),Oro,Exótico Brillante,Mini,Versace | Hublot,Global_Jetset,maría.tejera@gmail.com,39902,0
CL-730900,Rufina Higueras Posada,54,F,Palma,Son Vida,20757,VIC (Top 1%),Muy Alto,Exclusividad / Visibilidad,Personal Shopper,0.05,47,Baja (Precio Completo),Diamantes/Incrustaciones,Exótico Brillante,Mini,Fendi | Dolce & Gabbana,Global_Jetset,rufina.higueras@gmail.com,936,0
CL-647884,Ester Morán Sánchez,51,F,Marbella,Puerto Banús,29940,VIC (Top 1%),Muy Alto,Exclusividad / Visibilidad,Personal Shopper,0.05,34,Baja (Precio Completo),Oro,Exótico Brillante,Mini,Dolce & Gabbana | Hublot,Global_Jetset,ester.morán@gmail.com,29940,0
CL-484244,Martina Ortuño Parra,52,F,Murcia,Catedral,6509,Gold (Recurrente),Medio,Acceso al Lujo (Entry),E-Commerce,0.15,46,Baja (Precio Completo),Oro,Grained Calf,Small/Medium,Louis Vuitton,Agro_Wealth,martina.ortuño@gmail.com,106,0
CL-898735,Martirio Casas Jove,33,F,Oleiros,Icaria (Inditex),34395,Gold (Recurrente),Medio,Tendencia y Estatus,E-Commerce,0.25,40,Media (Busca Valor),Paladio (PHW),Epsom,Large/Tote,Saint Laurent | Prada,Fashion_Exec,martirio.casas@gmail.com,14506,0
CL-222375,Isabela Gracia Gil,41,F,Getafe,El Bercial,7803,Estándar (Ocasional),Bajo,Acceso al Lujo (Entry),E-Commerce,0.15,32,Alta (Cazador de Ofertas),Paladio (PHW),Grained Calf,Small/Medium,Louis Vuitton (Speedy) | Coach,Middle_Class,isabela.gracia@gmail.com,1124,0
CL-821375,Benjamín Gutiérrez Bernat,67,M,Alcobendas,La Moraleja,4562,Gold (Recurrente),Medio,Acceso al Lujo (Entry),E-Commerce,0.15,27,Baja (Precio Completo),Oro,Canvas,Small/Medium,Cartier | Hermès,Elite,benjamín.gutiérrez@gmail.com,288,0
CL-655671,Rosalva Jordán Maestre,37,F,Marbella,Puerto Banús,24368,VIC (Top 1%),Muy Alto,Exclusividad / Visibilidad,WhatsApp VIP,0.05,83,Baja (Precio Completo),Diamantes/Incrustaciones,Exótico Brillante,Mini,Versace | Dolce & Gabbana,Global_Jetset,rosalva.jordán@gmail.com,24368,0
CL-482521,Rafael Ayllón Carrera,28,M,Madrid,Chamberí,8456,Gold (Recurrente),Medio,Recompensa / Éxito,E-Commerce,0.15,37,Media (Busca Valor),Oro,Grained Calf,Small/Medium,Celine | Givenchy,Young_High_Pro,rafael.ayllón@gmail.com,1652,0
CL-261758,Micaela Trillo Hervia,25,F,Oleiros,Icaria (Inditex),4646,Gold (Recurrente),Medio,Tendencia y Estatus,E-Commerce,0.25,15,Media (Busca Valor),So Black,Epsom,Large/Tote,Saint Laurent | Balenciaga,Fashion_Exec,micaela.trillo@gmail.com,4646,0
CL-663533,Sonia Portero Acuña,64,F,Oviedo,Uría,5360,Estándar (Ocasional),Bajo,Acceso al Lujo (Entry),Busca Chollos,0.15,34,Alta (Cazador de Ofertas),Oro,Canvas,Small/Medium,Louis Vuitton,Old_Money_Conservative,sonia.portero@gmail.com,1549,0
CL-378479,Belén Macias Barrera,58,F,Marbella,Puerto Banús,6922,VIC (Top 1%),Muy Alto,Exclusividad / Visibilidad,Personal Shopper,0.05,53,Baja (Precio Completo),Oro,Exótico Brillante,Mini,Versace | Dolce & Gabbana,Global_Jetset,belén.macias@gmail.com,6922,0
CL-879676,Ale Reina Lladó,41,F,Palma,Son Vida,4814,VIC (Top 1%),Muy Alto,Exclusividad / Visibilidad,Personal Shopper,0.05,59,Baja (Precio Completo),Diamantes/Incrustaciones,Exótico Brillante,Mini,Fendi | Hublot,Global_Jetset,ale.reina@gmail.com,1471,0
CL-168708,Ascensión Valls Lago,30,F,Alcorcón,Las Retamas,6517,Estándar (Ocasional),Bajo,Acceso al Lujo (Entry),E-Commerce,0.15,10,Alta (Cazador de Ofertas),Oro (Flashy),Coated Canvas,Small,YSL | Louis Vuitton (Monogram),Aspirational,ascensión.valls@gmail.com,1193,0
CL-778740,Judith Jerez Clemente,53,F,Getxo,Neguri,27748,Estándar (Ocasional),Bajo,Calidad y Atemporalidad,Teléfono Privado,0.05,14,Alta (Cazador de Ofertas),Permabrass,Box,Medium (30/32),Hermès | Rolex,Industrial_Wealth,judith.jerez@gmail.com,1262,0
CL-917778,Tatiana Adán Moreno,42,F,Altea,Altea Hills,5440,Gold (Recurrente),Medio,Acceso al Lujo (Entry),Busca Chollos,0.15,32,Baja (Precio Completo),Oro,Canvas,Small/Medium,Louis Vuitton,Expat_Wealth,tatiana.adán@gmail.com,577,0
CL-135621,Malena Bejarano Berenguer,48,F,Barcelona,Sarrià,24834,Gold (Recurrente),Medio,Calidad y Atemporalidad,Teléfono Privado,0.05,23,Baja (Precio Completo),Oro,Grained Calf,Small/Medium,Louis Vuitton,Bourgeoisie,malena.bejarano@gmail.com,4343,0
CL-527979,Ariel Araujo Vendrell,55,F,Palma,Son Vida,8431,VIP Platinum (Alto Valor),Alto,Exclusividad / Visibilidad,Personal Shopper,0.05,42,Baja (Precio Completo),Oro,Exótico Brillante,Mini,Fendi | Dolce & Gabbana,Global_Jetset,ariel.araujo@gmail.com,3424,0
CL-821457,Rosalinda Dominguez Larrea,42,F,Marbella,Puerto Banús,4733,VIC (Top 1%),Muy Alto,Exclusividad / Visibilidad,WhatsApp VIP,0.05,70,Baja (Precio Completo),Oro,Metálico,Mini,Versace | Dolce & Gabbana,Global_Jetset,rosalinda.dominguez@gmail.com,4733,0
CL-620945,Evita Real Briones,32,F,Marbella,Puerto Banús,5974,VIC (Top 1%),Muy Alto,Exclusividad / Visibilidad,WhatsApp VIP,0.05,71,Baja (Precio Completo),Oro,Metálico,Mini,Dolce & Gabbana | Fendi,Global_Jetset,evita.real@gmail.com,290,0
CL-856514,Consuelo Álvarez Morán,60,F,Marbella,Puerto Banús,6963,VIC (Top 1%),Muy Alto,Exclusividad / Visibilidad,Personal Shopper,0.05,50,Baja (Precio Completo),Diamantes/Incrustaciones,Metálico,Mini,Fendi | Hublot,Global_Jetset,consuelo.álvarez@gmail.com,1418,0
CL-939142,Vinicio Peñas Soria,60,M,Marbella,Puerto Banús,5296,VIC (Top 1%),Muy Alto,Exclusividad / Visibilidad,WhatsApp VIP,0.05,64,Baja (Precio Completo),Oro,Exótico Brillante,Mini,Hublot | Fendi,Global_Jetset,vinicio.peñas@gmail.com,1764,0
CL-433465,Miguela Polo Perales,35,F,Palma,Son Vida,26887,VIC (Top 1%),Muy Alto,Exclusividad / Visibilidad,WhatsApp VIP,0.05,99,Baja (Precio Completo),Diamantes/Incrustaciones,Exótico Brillante,Mini,Versace | Hublot,Global_Jetset,miguela.polo@gmail.com,26887,0
CL-456016,Maximiano Boix Azcona,37,M,Marbella,Puerto Banús,4634,VIC (Top 1%),Muy Alto,Exclusividad / Visibilidad,Personal Shopper,0.05,63,Baja (Precio Completo),Oro,Metálico,Mini,Hublot | Fendi,Global_Jetset,maximiano.boix@gmail.com,53,0
CL-122377,Vera Aranda Diaz,50,F,Marbella,Puerto Banús,7728,VIC (Top 1%),Muy Alto,Exclusividad / Visibilidad,Personal Shopper,0.05,46,Baja (Precio Completo),Diamantes/Incrustaciones,Exótico Brillante,Mini,Fendi | Dolce & Gabbana,Global_Jetset,vera.aranda@gmail.com,1274,0
CL-540248,Albino Español Hoyos,50,M,Alcobendas,La Moraleja,19706,VIP Platinum (Alto Valor),Alto,Acceso al Lujo (Entry),E-Commerce,0.15,34,Baja (Precio Completo),Paladio (PHW),Grained Calf,Small/Medium,Cartier | Chanel,Elite,albino.español@gmail.com,1720,0
CL-101450,Adolfo Salamanca Macías,31,M,Marbella,Puerto Banús,5476,VIC (Top 1%),Muy Alto,Exclusividad / Visibilidad,WhatsApp VIP,0.05,90,Baja (Precio Completo),Diamantes/Incrustaciones,Metálico,Mini,Hublot | Dolce & Gabbana,Global_Jetset,adolfo.salamanca@gmail.com,5476,0
CL-235842,Yaiza Bernal Requena,70,F,Alcobendas,La Moraleja,6608,VIC (Top 1%),Muy Alto,Acceso al Lujo (Entry),Busca Chollos,0.15,19,Baja (Precio Completo),Oro,Grained Calf,Small/Medium,Chanel | Cartier,Elite,yaiza.bernal@gmail.com,1513,0
CL-250365,Rufina Amador Lucas,60,F,Palma,Son Vida,7923,VIC (Top 1%),Muy Alto,Exclusividad / Visibilidad,Personal Shopper,0.05,66,Baja (Precio Completo),Diamantes/Incrustaciones,Metálico,Mini,Versace | Fendi,Global_Jetset,rufina.amador@gmail.com,2916,0
CL-583976,Dolores Martinez Orozco,41,F,Marbella,Puerto Banús,23699,VIP Platinum (Alto Valor),Alto,Exclusividad / Visibilidad,WhatsApp VIP,0.05,49,Baja (Precio Completo),Diamantes/Incrustaciones,Exótico Brillante,Mini,Fendi | Hublot,Global_Jetset,dolores.martinez@gmail.com,670,0
CL-555335,Vanesa Montesinos Farré,63,F,Oviedo,Uría,8445,Gold (Recurrente),Medio,Acceso al Lujo (Entry),E-Commerce,0.15,33,Baja (Precio Completo),Paladio (PHW),Grained Calf,Small/Medium,Louis Vuitton,Old_Money_Conservative,vanesa.montesinos@gmail.com,1056,0
CL-611726,Amelia Bustamante Ortega,55,F,Marbella,Puerto Banús,5787,VIC (Top 1%),Muy Alto,Exclusividad / Visibilidad,Personal Shopper,0.05,56,Baja (Precio Completo),Oro,Metálico,Mini,Dolce & Gabbana | Fendi,Global_Jetset,amelia.bustamante@gmail.com,2255,0
CL-982426,Marcos Lamas Tamayo,56,M,Marbella,Puerto Banús,19675,VIC (Top 1%),Muy Alto,Exclusividad / Visibilidad,Personal Shopper,0.05,44,Baja (Precio Completo),Oro,Exótico Brillante,Mini,Hublot | Versace,Global_Jetset,marcos.lamas@gmail.com,19675,0
CL-798682,Belen Sedano Becerra,54,F,Barcelona,Sarrià,6939,Gold (Recurrente),Medio,Calidad y Atemporalidad,Boutique Física,0.05,14,Baja (Precio Completo),Oro,Grained Calf,Small/Medium,Louis Vuitton,Bourgeoisie,belen.sedano@gmail.com,851,0
CL-885952,Remedios Borrego Calleja,30,F,Palma,Son Vida,5812,VIC (Top 1%),Muy Alto,Exclusividad / Visibilidad,WhatsApp VIP,0.05,97,Baja (Precio Completo),Oro,Metálico,Mini,Hublot | Fendi,Global_Jetset,remedios.borrego@gmail.com,569,0
CL-179156,Ruperta Múñiz Bayona,58,F,Alcobendas,La Moraleja,30550,Gold (Recurrente),Medio,Acceso al Lujo (Entry),Busca Chollos,0.15,26,Baja (Precio Completo),Oro,Canvas,Small/Medium,Chanel | Hermès,Elite,ruperta.múñiz@gmail.com,2624,0
CL-764869,Maricruz Hidalgo Torrent,55,F,Marbella,Puerto Banús,5883,VIC (Top 1%),Muy Alto,Exclusividad / Visibilidad,Personal Shopper,0.05,70,Baja (Precio Completo),Oro,Exótico Brillante,Mini,Versace | Hublot,Global_Jetset,maricruz.hidalgo@gmail.com,5883,0
CL-885581,Leocadia Martorell Higueras,41,F,Ourense,Centro,6905,Gold (Recurrente),Medio,Acceso al Lujo (Entry),Busca Chollos,0.15,46,Baja (Precio Completo),Oro,Grained Calf,Small/Medium,Louis Vuitton,Old_Money_Conservative,leocadia.martorell@gmail.com,1529,0
CL-119468,Olga Rojas Gaya,50,F,Madrid,Salamanca,3838,Gold (Recurrente),Medio,Inversión / Coleccionismo,Personal Shopper,0.05,47,Baja (Precio Completo),Oro (GHW),Box Leather,Mini/Small,Hermès | Loewe,Aristocracy,olga.rojas@gmail.com,161,0
CL-799141,Rosa María Contreras Melero,53,F,Madrid,Salamanca,30789,Gold (Recurrente),Medio,Inversión / Coleccionismo,Boutique Privada,0.05,43,Baja (Precio Completo),Oro Rosa,Exótico (Cocodrilo/Avestruz),Mini/Small,Hermès | Loewe,Aristocracy,rosa maría.contreras@gmail.com,583,0
CL-686764,Encarna Cobos Ros,38,F,Palma,Son Vida,37245,VIC (Top 1%),Muy Alto,Exclusividad / Visibilidad,WhatsApp VIP,0.05,87,Baja (Precio Completo),Oro,Metálico,Mini,Fendi | Hublot,Global_Jetset,encarna.cobos@gmail.com,25296,0
CL-523153,Ester Palacios Casado,47,F,Palma,Son Vida,36364,VIC (Top 1%),Muy Alto,Exclusividad / Visibilidad,Personal Shopper,0.05,41,Baja (Precio Completo),Oro,Exótico Brillante,Mini,Versace | Dolce & Gabbana,Global_Jetset,ester.palacios@gmail.com,36364,0
CL-673262,Reyes Alcalde Torrens,56,F,Barcelona,Sarrià,38974,Gold (Recurrente),Medio,Calidad y Atemporalidad,Teléfono Privado,0.05,43,Baja (Precio Completo),Oro,Grained Calf,Small/Medium,Louis Vuitton,Bourgeoisie,reyes.alcalde@gmail.com,1499,0
CL-453202,Julie Cerdá Infante,39,F,Marbella,Puerto Banús,33573,VIC (Top 1%),Muy Alto,Exclusividad / Visibilidad,WhatsApp VIP,0.05,99,Baja (Precio Completo),Oro,Metálico,Mini,Hublot | Versace,Global_Jetset,julie.cerdá@gmail.com,33573,0
CL-284716,Encarnita Briones Bustos,35,F,Palma,Son Vida,25278,VIC (Top 1%),Muy Alto,Exclusividad / Visibilidad,Personal Shopper,0.05,80,Baja (Precio Completo),Oro,Metálico,Mini,Hublot | Versace,Global_Jetset,encarnita.briones@gmail.com,25278,0
CL-289885,Bárbara Naranjo Valle,62,F,Getxo,Neguri,7574,Gold (Recurrente),Medio,Calidad y Atemporalidad,Teléfono Privado,0.05,18,Baja (Precio Completo),Permabrass,Togo,Medium (30/32),Prada | Hermès,Industrial_Wealth,bárbara.naranjo@gmail.com,1177,0
CL-969007,Calixta Dominguez Paz,43,F,Barcelona,Sarrià,5438,Gold (Recurrente),Medio,Calidad y Atemporalidad,Boutique Física,0.05,11,Baja (Precio Completo),Oro,Canvas,Small/Medium,Louis Vuitton,Bourgeoisie,calixta.dominguez@gmail.com,1316,0
CL-358026,Heraclio Salgado Llobet,30,M,Marbella,Puerto Banús,39614,VIC (Top 1%),Muy Alto,Exclusividad / Visibilidad,Personal Shopper,0.05,67,Baja (Precio Completo),Oro,Metálico,Mini,Dolce & Gabbana | Versace,Global_Jetset,heraclio.salgado@gmail.com,39614,0
CL-429841,Amaya Larrea Pina,49,F,Altea,Altea Hills,8527,Gold (Recurrente),Medio,Acceso al Lujo (Entry),E-Commerce,0.15,31,Baja (Precio Completo),Paladio (PHW),Canvas,Small/Medium,Louis Vuitton,Expat_Wealth,amaya.larrea@gmail.com,1429,0
CL-816818,Malena Pellicer Figuerola,55,F,Palma,Son Vida,7432,VIC (Top 1%),Muy Alto,Exclusividad / Visibilidad,WhatsApp VIP,0.05,40,Baja (Precio Completo),Oro,Metálico,Mini,Versace | Hublot,Global_Jetset,malena.pellicer@gmail.com,7432,0
CL-607141,Purificación Castells Olmo,57,F,Alcobendas,La Moraleja,8074,VIC (Top 1%),Muy Alto,Acceso al Lujo (Entry),E-Commerce,0.15,37,Baja (Precio Completo),Oro,Canvas,Small/Medium,Chanel | Cartier,Elite,purificación.castells@gmail.com,2037,0
CL-287134,Samanta Borrell Becerra,46,F,Getafe,El Bercial,4330,Estándar (Ocasional),Bajo,Acceso al Lujo (Entry),Busca Chollos,0.15,17,Alta (Cazador de Ofertas),Paladio (PHW),Canvas,Small/Medium,Coach | Longchamp,Middle_Class,samanta.borrell@gmail.com,4330,0
CL-765535,Graciela Frutos Palau,34,F,Madrid,Chamberí,6499,VIP Platinum (Alto Valor),Alto,Recompensa / Éxito,E-Commerce,0.15,72,Media (Busca Valor),Oro,Grained Calf,Small/Medium,Gucci | Celine,Young_High_Pro,graciela.frutos@gmail.com,1281,0
CL-125858,Cruz Bravo Roman,58,F,Marbella,Puerto Banús,31557,VIC (Top 1%),Muy Alto,Exclusividad / Visibilidad,WhatsApp VIP,0.05,66,Baja (Precio Completo),Oro,Exótico Brillante,Mini,Fendi | Dolce & Gabbana,Global_Jetset,cruz.bravo@gmail.com,24915,0
CL-826110,Carolina Jaume Mateu,62,F,Murcia,Catedral,5137,Gold (Recurrente),Medio,Acceso al Lujo (Entry),Busca Chollos,0.15,31,Baja (Precio Completo),Oro,Grained Calf,Small/Medium,Louis Vuitton,Agro_Wealth,carolina.jaume@gmail.com,1439,0
